Junior Expert Paarkuer;P1;136;3.500;3.000;1.500;P2;136;2.000;1.800;1.800;P3;136;2.000;3.000;2.000;P4;136;2.500;3.000;3.500;P5;136;3.500;4.000;4.000
Junior Expert Paarkuer;P1;137;7.000;7.000;6.000;P2;137;7.500;7.500;8.000;P3;137;8.000;8.000;10.000;P4;137;5.500;6.000;6.000;P5;137;8.000;9.000;8.000
Expert Paarkuer;P1;139;7.000;6.500;5.000;P2;139;8.500;8.000;8.500;P3;139;6.000;5.000;4.000;P4;139;6.500;6.000;6.000;P5;139;9.000;9.000;9.000
Expert Paarkuer;P1;140;5.500;6.000;5.000;P2;140;6.500;7.000;7.000;P3;140;7.000;5.000;4.500;P4;140;6.000;6.500;6.500;P5;140;8.500;8.500;9.000
Expert Paarkuer;P1;141;4.000;6.500;4.500;P2;141;4.000;3.000;4.000;P3;141;4.500;4.000;4.000;P4;141;4.000;3.500;3.500;P5;141;5.500;6.000;6.000
Junior Expert maennlich;P1;138;7.000;6.500;5.000;P2;138;5.000;6.000;7.000;P3;138;10.000;10.000;10.000;P4;138;4.000;5.000;5.000;P5;138;7.500;7.000;7.000
Kleingruppen U15;P1;143;6.500;6.000;7.000;P2;143;4.500;4.000;4.000;P3;143;3.000;3.500;2.500;P4;143;3.500;3.500;4.000;P5;143;2.000;3.000;2.000
Kleingruppen U15;P1;144;7.500;7.000;7.000;P2;144;4.000;5.000;5.000;P3;144;4.000;4.500;3.000;P4;144;5.500;5.000;5.000;P5;144;5.000;5.000;5.000
Kleingruppen U15;P1;145;5.500;5.000;5.000;P2;145;3.000;3.000;4.000;P3;145;1.500;1.500;1.500;P4;145;1.000;1.500;0.500;P5;145;1.500;1.500;1.000
Kleingruppen U15;P1;146;8.500;7.000;8.000;P2;146;8.500;8.000;8.000;P3;146;6.000;5.500;5.500;P4;146;7.000;7.000;6.000;P5;146;7.000;7.000;6.000
Kleingruppen U15;P1;147;7.000;7.000;6.000;P2;147;2.500;3.000;4.000;P3;147;2.000;2.000;2.000;P4;147;6.000;5.000;4.000;P5;147;4.500;4.500;4.000
Kleingruppen U15;P1;148;4.500;4.500;4.500;P2;148;3.500;3.000;3.500;P3;148;1.000;1.000;1.000;P4;148;1.000;1.000;0.500;P5;148;1.000;1.000;0.500
Kleingruppen U15;P1;149;8.000;7.000;7.500;P2;149;8.000;7.000;7.500;P3;149;5.800;5.300;5.600;P4;149;8.000;8.000;8.000;P5;149;7.000;6.500;7.000
Kleingruppen 15+;P1;150;7.000;7.000;7.000;P2;150;4.500;5.800;4.500;P3;150;6.500;5.000;6.000;P4;150;7.000;7.500;6.000;P5;150;5.000;4.750;4.000
Kleingruppen 15+;P1;152;4.000;4.500;4.000;P2;152;1.800;2.500;1.000;P3;152;2.000;2.000;2.000;P4;152;2.500;3.000;3.000;P5;152;2.000;2.000;1.000
Kleingruppen 15+;P1;153;7.000;6.000;7.500;P2;153;4.300;4.500;4.500;P3;153;4.000;3.000;4.000;P4;153;6.000;6.000;5.000;P5;153;5.500;4.250;4.500
Kleingruppen 15+;P1;155;6.500;6.500;7.000;P2;155;5.000;6.000;4.500;P3;155;8.000;7.000;6.500;P4;155;7.500;8.000;7.000;P5;155;5.750;4.750;4.750
Kleingruppen 15+;P1;157;4.500;5.000;4.000;P2;157;2.000;1.800;1.800;P3;157;1.000;1.000;1.000;P4;157;1.500;1.500;1.500;P5;157;1.500;1.500;1.000
Kleingruppen 15+;P1;158;6.000;5.500;5.000;P2;158;4.300;4.000;4.000;P3;158;5.500;4.000;3.000;P4;158;5.500;5.500;6.500;P5;158;4.500;3.500;3.000
Kleingruppen 15+;P1;160;5.000;5.500;5.000;P2;160;2.800;2.200;2.000;P3;160;1.500;1.500;1.500;P4;160;3.000;3.500;4.000;P5;160;2.500;2.250;1.500
Grossgruppen U15;P1;161;1.500;2.000;1.000;P2;161;4.500;4.000;5.500;P3;161;5.000;5.000;5.000;P4;161;2.500;3.000;2.500;P5;161;2.500;1.500;1.000
Grossgruppen U15;P1;162;3.500;3.500;1.000;P2;162;6.500;8.000;6.000;P3;162;6.000;5.000;5.500;P4;162;2.500;4.000;2.000;P5;162;2.500;1.800;1.200
Grossgruppen U15;P1;163;6.500;6.500;4.000;P2;163;9.000;9.000;10.000;P3;163;8.500;9.000;9.000;P4;163;7.500;7.000;7.500;P5;163;5.000;5.000;5.000
Grossgruppen 15+;P1;164;5.000;5.000;3.000;P2;164;7.000;6.000;5.000;P3;164;7.000;7.000;6.000;P4;164;5.500;5.500;5.000;P5;164;5.000;5.000;5.000
Grossgruppen 15+;P1;165;8.000;8.000;8.000;P2;165;8.000;6.500;6.000;P3;165;8.500;9.000;8.000;P4;165;8.000;8.000;8.000;P5;165;7.500;7.500;7.500
Grossgruppen 15+;P1;166;6.000;6.000;5.000;P2;166;6.500;6.000;5.500;P3;166;6.500;6.000;7.000;P4;166;6.500;6.500;6.500;P5;166;3.500;3.500;3.500
Grossgruppen 15+;P1;167;4.500;5.000;4.000;P2;167;5.500;5.000;4.000;P3;167;5.500;5.000;5.000;P4;167;4.000;4.000;3.000;P5;167;6.000;6.000;6.000
